"date","serial_number","model","capacity_bytes","failure","smart_1_normalized","smart_1_raw","smart_2_normalized","smart_2_raw","smart_3_normalized","smart_3_raw","smart_4_normalized","smart_4_raw","smart_5_normalized","smart_5_raw","smart_7_normalized","smart_7_raw","smart_8_normalized","smart_8_raw","smart_9_normalized","smart_9_raw","smart_10_normalized","smart_10_raw","smart_11_normalized","smart_11_raw","smart_12_normalized","smart_12_raw","smart_13_normalized","smart_13_raw","smart_15_normalized","smart_15_raw","smart_22_normalized","smart_22_raw","smart_183_normalized","smart_183_raw","smart_184_normalized","smart_184_raw","smart_187_normalized","smart_187_raw","smart_188_normalized","smart_188_raw","smart_189_normalized","smart_189_raw","smart_190_normalized","smart_190_raw","smart_191_normalized","smart_191_raw","smart_192_normalized","smart_192_raw","smart_193_normalized","smart_193_raw","smart_194_normalized","smart_194_raw","smart_195_normalized","smart_195_raw","smart_196_normalized","smart_196_raw","smart_197_normalized","smart_197_raw","smart_198_normalized","smart_198_raw","smart_199_normalized","smart_199_raw","smart_200_normalized","smart_200_raw","smart_201_normalized","smart_201_raw","smart_220_normalized","smart_220_raw","smart_222_normalized","smart_222_raw","smart_223_normalized","smart_223_raw","smart_224_normalized","smart_224_raw","smart_225_normalized","smart_225_raw","smart_226_normalized","smart_226_raw","smart_240_normalized","smart_240_raw","smart_241_normalized","smart_241_raw","smart_242_normalized","smart_242_raw","smart_250_normalized","smart_250_raw","smart_251_normalized","smart_251_raw","smart_252_normalized","smart_252_raw","smart_254_normalized","smart_254_raw","smart_255_normalized","smart_255_raw"
"2016-01-01","PL1331LAGSMJAH","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,0,100,3,100,0,100,0,113,42,99,13329,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,128,100,128,230,26,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","WD-WXK1H644HE27","WDC WD60EFRX",2.96497446444152e-311,0,200,0,NA,NA,100,0,100,5,200,0,100,0,NA,NA,88,9381,100,0,100,0,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,200,0,200,472,124,28,NA,NA,200,0,200,0,100,0,200,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","WD-WX81A74A5KCF","WDC WD5000LPVX",2.4708611383722e-312,0,200,0,NA,NA,149,1508,100,8,200,0,200,0,NA,NA,87,9931,100,0,100,0,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,200,0,200,98,121,22,NA,NA,200,0,200,0,100,0,200,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGN487J","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,133,104,142,524,100,11,100,0,100,0,113,42,99,13831,100,0,NA,NA,100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,92,100,92,162,37,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3040QAT","ST4000DM000",1.97665142785814e-311,0,117,123996128,NA,NA,94,0,100,6,100,0,81,8.26446476097399e-316,NA,NA,97,2721,100,0,NA,NA,100,6,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,4.94065645841247e-324,100,0,81,19,100,0,100,0,98,4649,19,19,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.33496537506305e-320,100,5.25003985942097e-314,100,2.81945464324229e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","W0Q6JFQ8","ST320LT007",1.58137040544716e-312,0,119,218485336,NA,NA,98,0,100,25,100,0,87,2.8330404954997e-315,NA,NA,69,27545,100,0,NA,NA,100,25,NA,NA,NA,NA,NA,NA,NA,NA,100,0,100,0,100,1.48219693752374e-322,100,0,71,29,100,0,100,0,3,194880,29,29,53,218485336,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.39876272570998e-310,100,2.03155149155223e-314,100,9.19347798551801e-316,1,143365105,1,288398181,1,131908249,100,0,NA,NA
"2016-01-01","PL2331LAGMSHTJ","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,134,100,100,448,100,5,100,0,100,0,113,42,98,14935,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,75,100,75,253,23,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z30111F5","ST4000DM000",1.97665142785814e-311,0,119,220438160,NA,NA,93,0,100,7,100,0,83,9.99089435496398e-316,NA,NA,82,16499,100,0,NA,NA,100,7,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,90,10,70,30,100,0,100,1,96,9675,30,30,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4.40526326285709e-310,100,1.00848350601158e-313,100,4.02822209233059e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3011WWA","ST4000DM000",1.97665142785814e-311,0,113,57724224,NA,NA,91,0,100,8,100,0,84,1.41527375470999e-315,NA,NA,81,16686,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,99,1,100,0,100,0,100,0,90,10,76,24,100,0,100,1,96,9758,24,24,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8.22471080631923e-320,100,1.05996712266963e-313,100,1.06372593236947e-312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z300YN6R","ST4000DM000",1.97665142785814e-311,0,118,198743672,NA,NA,96,0,100,4,100,0,87,2.58485886619871e-315,NA,NA,89,10401,100,0,NA,NA,100,4,NA,NA,NA,NA,NA,NA,99,1,100,0,100,0,100,0,98,2,77,23,100,0,100,2,99,2658,23,23,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.12988360076966e-320,100,9.50573546816589e-314,100,5.78602736764937e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3040QA3","ST4000DM000",1.97665142785814e-311,0,115,97606040,NA,NA,95,0,100,5,100,0,78,3.27451690467945e-316,NA,NA,99,1539,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,97,7408,21,21,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.2528836809495e-321,100,5.1872437843165e-314,100,3.28163448848328e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1331LAGM1P5H","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,133,104,140,557,100,11,100,0,100,0,115,41,98,15367,100,0,NA,NA,100,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,64,100,64,222,27,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3040QA7","ST4000DM000",1.97665142785814e-311,0,119,207052240,NA,NA,95,0,100,5,100,0,78,3.45807419909153e-316,NA,NA,99,1545,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,69,31,100,0,100,0,98,5041,31,31,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.35169681011775e-321,100,5.38936107961107e-314,100,3.3692630929587e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3025ZDX","ST4000DM000",1.97665142785814e-311,0,119,210371760,NA,NA,92,0,100,8,100,0,87,2.59716186658191e-315,NA,NA,88,10639,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,99,1,77,23,100,0,100,5,99,2195,23,23,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,5.25191781529245e-320,100,8.4368454441427e-314,100,6.2071429545425e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S301GRVB","ST4000DM000",1.97665142785814e-311,0,117,148516112,NA,NA,98,0,100,2,100,0,78,3.26065589298537e-316,NA,NA,99,1542,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,79,21,100,0,100,0,98,4935,21,21,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.38628140532664e-321,100,5.21437102381251e-314,100,3.30674560220336e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ1311YNG6T8XA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,136,100,135,577,100,13,100,0,100,0,130,33,96,32620,100,0,NA,NA,100,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,13,100,13,230,26,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S2ZYJ9FG405092","ST500LM012 HN",2.4708611383722e-312,0,100,0,252,0,94,2025,100,10,252,0,252,0,252,0,100,713,252,0,100,13,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,252,0,252,0,NA,NA,64,30,100,0,252,0,252,0,252,0,100,4,100,8670,NA,NA,NA,NA,NA,NA,100,13,NA,NA,96,45021,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ0351YNGA6BBA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,136,100,136,568,100,14,100,0,100,0,122,37,97,26662,100,0,NA,NA,100,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,236,100,236,230,26,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S301GRVG","ST4000DM000",1.97665142785814e-311,0,109,22333768,NA,NA,98,0,100,2,100,0,78,3.37495610270129e-316,NA,NA,99,1539,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,97,7413,25,25,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,7.24300236803267e-321,100,5.37595635532729e-314,100,3.33545093974315e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z302AJZL","ST4000DM000",1.97665142785814e-311,0,114,76156824,NA,NA,95,0,100,5,100,0,81,7.07159894028859e-316,NA,NA,96,4014,100,0,NA,NA,100,4,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,75,25,100,0,100,0,81,39551,25,25,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.82112597057083e-320,100,9.26955500021715e-314,100,8.23225732803547e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ1311YNG6XKGA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,135,108,140,559,100,12,100,0,100,0,135,31,96,32703,100,0,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,15,100,15,206,29,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK11A8B9HNVEEF","Hitachi HDS722020ALA330",9.88328391274756e-312,0,100,0,100,0,126,626,100,19,100,0,100,0,100,0,95,41567,100,0,NA,NA,100,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,1016,100,1016,187,32,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK11A8B9GPDKRF","Hitachi HDS722020ALA330",9.88328391274756e-312,0,100,0,100,0,131,616,100,14,100,0,100,0,100,0,94,44786,100,0,NA,NA,100,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,1245,99,1245,250,24,NA,NA,100,0,100,0,100,0,200,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","WD-WCC4N0933742","WDC WD30EFRX",1.48248990956645e-311,0,200,0,NA,NA,175,6233,100,44,200,0,100,0,NA,NA,81,14082,100,0,100,0,100,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,200,25,200,83,127,23,NA,NA,200,0,200,0,100,0,200,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z300E2FH","ST4000DM000",1.97665142785814e-311,0,118,196710192,NA,NA,91,0,100,15,100,0,87,2.72949860968789e-315,NA,NA,77,20295,100,0,NA,NA,100,15,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,94,6,73,27,100,0,100,6,87,26000,27,27,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.09794184230306e-309,100,1.24421257562602e-313,100,6.7121176930639e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","MJ0351YNG9WUJA","Hitachi HDS5C3030ALA630",1.48248990956645e-311,0,100,0,136,104,126,552,100,20,100,0,100,0,122,37,97,27211,100,0,NA,NA,100,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,315,100,315,214,28,NA,NA,100,0,100,0,100,0,200,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","S300WDRA","ST4000DM000",1.97665142785814e-311,0,120,237242848,NA,NA,100,0,100,2,100,0,83,1.03671171921889e-315,NA,NA,96,4089,100,0,NA,NA,100,0,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,74,26,100,0,100,0,99,2637,26,26,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2.0147997037406e-320,100,9.99494324467054e-314,100,4.70080512421664e-314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z305D6L9","ST4000DM000",1.97665142785814e-311,0,114,62203784,NA,NA,95,0,100,5,100,0,66,1.96721525325834e-317,NA,NA,100,703,100,0,NA,NA,100,4,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,76,24,100,0,100,0,92,17934,24,24,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.96638127044816e-321,100,5.22012469098257e-315,100,1.31960403422225e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK1173YAHDUBMR","Hitachi HDS722020ALA330",9.88328391274756e-312,0,100,0,133,100,129,630,100,10,100,0,100,0,121,35,97,25754,100,0,NA,NA,100,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,12,100,12,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGMX7NJ","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,133,104,100,0,100,3,100,0,100,0,113,42,99,13981,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,102,100,102,240,25,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL1331LAGSR29H","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,132,108,100,0,100,3,100,0,100,0,113,42,99,12755,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,62,100,62,187,32,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK11A8B9J3LNEF","Hitachi HDS722020ALA330",9.88328391274756e-312,0,94,196630,100,0,118,616,100,16,100,0,100,0,100,0,95,41843,100,0,NA,NA,100,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,1005,100,1005,250,24,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2311LAG1J3GC","Hitachi HDS5C4040ALE630",1.97665142785814e-311,0,100,0,134,100,123,573,100,20,100,0,100,0,113,42,97,25781,100,0,NA,NA,100,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,23,100,23,253,19,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z302SXPW","ST4000DM000",1.97665142785814e-311,0,117,159682272,NA,NA,95,0,100,5,100,0,80,5.24089852097356e-316,NA,NA,98,2435,100,0,NA,NA,100,5,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,100,0,65,35,100,0,100,0,98,5458,35,35,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.15907800514356e-320,100,7.40721089168748e-314,100,6.20584330201541e-315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","X4OHK094FMXB","TOSHIBA MD04ABA500V",2.47081294614983e-311,0,100,0,100,0,100,6367,100,12,100,0,100,0,100,0,82,7379,100,0,NA,NA,100,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,100,3,100,0,100,93,100,34,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,100,0,82,7366,100,0,100,0,NA,NA,100,377,100,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z302518K","ST4000DM000",1.97665142785814e-311,0,119,227559008,NA,NA,98,0,100,2,100,0,86,2.15188099382819e-315,NA,NA,89,9918,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,99,1,70,30,100,0,100,0,96,9673,30,30,NA,NA,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4.8680288084738e-320,100,8.53993242938649e-314,100,1.76201780095063e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGSTA3J","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,0,100,4,100,0,100,0,115,41,99,12634,100,0,NA,NA,100,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,34,100,34,171,35,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGN1E6J","HGST HMS5C4040BLE640",1.97665142785814e-311,0,100,0,133,104,100,444,100,9,100,0,100,0,115,41,98,14937,100,0,NA,NA,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,53,100,53,193,31,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGSS65J","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,0,100,3,100,0,100,0,115,41,99,12754,100,0,NA,NA,100,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,138,100,138,176,34,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z4D04A3G","ST6000DX000",2.96497446444152e-311,0,113,51144560,NA,NA,90,0,100,11,100,0,87,2.35739877498076e-314,NA,NA,93,6611,100,0,NA,NA,100,10,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,94,6,79,21,98,5263,100,0,83,34156,21,21,66,51144560,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1.46778448892594e-310,100,1.18199125874731e-313,100,1.31186753794114e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","PL2331LAGPUM6J","HGST HMS5C4040ALE640",1.97665142785814e-311,0,100,0,133,104,100,451,100,8,100,0,100,0,113,42,99,13665,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,100,196,100,196,250,24,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z4D06WP2","ST6000DX000",2.96497446444152e-311,0,117,123676080,NA,NA,97,0,100,2,100,0,87,2.76477006977959e-315,NA,NA,93,6294,100,0,NA,NA,100,2,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,99,1,66,34,99,2005,100,0,99,2783,34,34,72,123676080,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,2.73397937739018e-310,100,9.89773439803717e-314,100,2.69927875066926e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","JK11A8B9J37XTF","Hitachi HDS722020ALA330",9.88328391274756e-312,0,100,0,100,0,114,635,100,30,100,0,100,0,100,0,94,42450,100,0,NA,NA,100,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,99,1286,99,1286,181,33,NA,NA,100,0,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z3011WE3","ST4000DM000",1.97665142785814e-311,0,108,15125600,NA,NA,91,0,100,8,100,0,84,1.37547134703734e-315,NA,NA,81,16686,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,99,1,100,0,100,0,100,0,94,6,74,26,100,0,100,1,94,12179,26,26,NA,NA,NA,NA,100,0,100,0,200,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,8.21927608421498e-320,100,1.05226020876669e-313,100,1.02617792536452e-312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-01-01","Z4D06WP6","ST6000DX000",2.96497446444152e-311,0,118,171491028,NA,NA,90,0,100,9,100,0,88,3.40988470099741e-315,NA,NA,92,7377,100,0,NA,NA,100,8,NA,NA,NA,NA,NA,NA,100,0,100,0,100,0,100,0,95,5,72,28,99,2863,100,0,100,351,28,28,71,171491028,NA,NA,100,0,100,0,200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,4.75602916665489e-310,100,1.12186980584271e-313,100,3.0651909902803e-313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
